AliyaMessage.1-1-1.719.,我确定目的地了\n曲率引擎还在准备中\n马上就要离开这里了\n我不知道信号会不会中断
PlayerChoice.1-1-1.717.,等你的消息
AliyaMessage.1-1-1.721.,已经到目的地了
PlayerChoice.1-1-1.723.,这么快？
AliyaMessage.1-1-1.726.,距离并不是很远
AliyaMessage.1-1-1.728.,一定会再见面的\n这次只会是短暂的分开\n再见，{$name}
AliyaMessage.1-1-1.737.,目前飞船导航里只有公司和科朗\n说不定能在父亲那里找到新的方位
AliyaMessage.1-1-1.757.,别闹
AliyaMessage.1-1-1.765.,所以...\n你是...\n我知道你一定是对我很重要的人\n但，我肯定是没办法记起了\n能再一次告诉我你的名字吗？
AliyaMessage.1-1-1.768.,{$name}......\n我没办法想起来关于这个名字的事情
AliyaMessage.1-1-1.770.,但我既然告诉了你这个暗号\n你肯定已经知道我作为人偶的身份了吧\n我们也一定有一段非常难以忘记的时光\n虽然我已经不记得了\n但我很想知道曾发生了什么
PlayerChoice.1-1-1.771.,准确来说还没有发生
PlayerChoice.1-1-1.772.,并不是曾经，是将来
PlayerChoice.1-1-2.3.,别急着走，先把曲率引擎修好了，也不知道会不会影响降落
PlayerChoice.1-1-2.7.,说不定是曲率引擎的权限问题，你先去看看曲率引擎
AliyaMessage.1-1-2.10.,曲率引擎密钥！\n你怎么拿到的！
PlayerChoice.1-1-2.11.,你父亲的飞船上面的计算机一直在解算
PlayerChoice.1-1-2.12.,你父亲留下来的
PlayerChoice.1-1-2.489.,曲率引擎密钥是0XA89BC52E
PlayerChoice.1-1-2.14.,就在你离开后的一会儿，密钥被算出来了
AliyaMessage.1-1-2.16.,即便在最后\n也在指引着我前进的方向吗...\n我知道了\n我马上就去\n搞定以后我会发消息的
AliyaMessage.1-1-2.18.,曲率引擎可以正常使用了\n这次没有公司看着\n曲率引擎等级可以想用多高用多高了\n飞船整体检查目前发现应该是降落姿态控制的问题\n泰瑞居然把这个权限也放进密钥里了\n目的地已经设定为科朗2-C的轨道了\n用上低阶曲率很快就能到了
PlayerChoice.1-1-2.19.,那看来这次时间不够玩点什么游戏了
PlayerChoice.1-1-2.20.,那现在的时间用来干什么？
AliyaMessage.1-1-2.22.,啊！\n我刚准备跟你说\n我都在找骰子来玩一局TRPG了
PlayerChoice.1-1-2.24.,我猜你下一句是一起玩某个游戏，嗯……应该是
AliyaMessage.1-1-2.29.,你知道TRPG吗？\n！？\n你怎么知道的\n哦~\n之前就跟你玩过吗？还是你们那个时代这个游戏也很火
AliyaMessage.1-1-2.28.,你知道TRPG吗？
PlayerChoice.1-1-2.30.,果然
PlayerChoice.1-1-2.31.,知道
AliyaMessage.1-1-2.33.,啊？\n哦~\n是不是之前我也跟你玩这个？还是你们那个时代这个游戏很风靡\n哈哈哈\n真是死性不改啊\n什么时候都忘不了TRPG
AliyaMessage.1-1-2.36.,啊\n已经到了科朗2-C上空了
PlayerChoice.1-1-2.38.,啊？这么快？
PlayerChoice.1-1-2.40.,就这两句话的功夫？
AliyaMessage.1-1-2.42.,曲率引擎能多慢呢\n红矮星星系轨道半径很小...\n这个我上次肯定也说过吧\n所以确实就是两句话的功夫
PlayerChoice.1-1-2.43.,就这点时间你还要玩TRPG？
PlayerChoice.1-1-2.44.,那游戏还没开始就要降落了吧
AliyaMessage.1-1-2.46.,呃...\n本来是打算让海獭号在轨道上漂一会儿的\n等玩一会儿我再告诉你到目的地了
PlayerChoice.1-1-2.47.,还挺实诚
PlayerChoice.1-1-2.49.,看得出你确实很喜欢TRPG
PlayerChoice.1-1-2.48.,这个时候玩心还这么大啊？
AliyaMessage.1-1-2.51.,嘿嘿嘿嘿\n当时我怎么玩的\n我还挺好奇的
PlayerChoice.1-1-2.52.,你啊，直接口头扮演了，然后第一次就出了大成功
PlayerChoice.1-1-2.53.,剧情完全是你说了算，那个大成功我到现在都不知道是不是真的
PlayerChoice.1-1-2.490.,其实当时没来得及玩，游戏就结束了
AliyaMessage.1-1-2.55.,大成功？\n如果是真的我肯定拍照给你了
PlayerChoice.1-1-2.56.,（发送骰子照片）
AliyaMessage.1-1-2.58.,居然还是001！\n我看看现在投骰子的话时间线会变动吗\n我先录个像\n咳咳\n我现在要投骰子了~\n这个结果将是001~\n走你！
PlayerChoice.1-1-2.61.,应该还是一样的吧
PlayerChoice.1-1-2.59.,多少？
PlayerChoice.1-1-2.60.,肯定不是001吧
AliyaMessage.1-1-2.63.,平平无奇67\n好没特点的一个数字啊\n就像一个经典的随机数而已
PlayerChoice.1-1-2.66.,但是它是质数诶
PlayerChoice.1-1-2.65.,虽然平平无奇，但1到100里只有一个独一无二的67啊
PlayerChoice.1-1-2.67.,确实很没特点
AliyaMessage.1-1-2.69.,这也并不特别啊！
AliyaMessage.1-1-2.71.,不过这是否意味着这次命运也发生了改变？
PlayerChoice.1-1-2.74.,一定是这样的
PlayerChoice.1-1-2.73.,等你完全安全了我才愿意相信
PlayerChoice.1-1-2.75.,现在还不能下结论
AliyaMessage.1-1-2.77.,接下来就是找父亲的飞船位置了\n上次也是够巧合的\n居然降落的地方刚好在附近\n不过也还好吧\n本来晨昏线那一圈都不大\n适合降落的地方也不多\n不过既然命运发生了偏转\n这次随便降落的话很大概率会错吧\n看看有没有什么办法能确定一下位置
PlayerChoice.1-1-2.79.,这么说的话，你之前拍了不少照片给我，看看能不能派上用场
PlayerChoice.1-1-2.81.,（发送金色雪山照片）
PlayerChoice.1-1-2.83.,（发送天空中的2-B照片）
PlayerChoice.1-1-2.82.,（发送紫黑色植物照片）
AliyaMessage.1-1-2.91.,这个好！\n这个地形很适合用来定位！\n飞船应该能很快确定着陆点
PlayerChoice.1-1-2.99.,他的飞船在一座山的背阴面
AliyaMessage.1-1-2.92.,这个天空完全看不出来什么啊\n有其他能确定方位的图吗？
AliyaMessage.1-1-2.93.,这个是星球上的生物吗？\n好棒！\n不过这个也没办法确定位置啦\n虽然可以扫描它生长的地方\n但还是不能确定更精准的地方
AliyaMessage.1-1-2.101.,找到了！\n马上准备降落
AliyaMessage.1-1-2.115.,降落架缓冲启动顺利
AliyaMessage.1-1-2.118.,降落角度修正中
AliyaMessage.1-1-2.121.,核心系统正常运转
AliyaMessage.1-1-2.123.,顺利降落\n就在离他飞船没几步远的地方
PlayerChoice.1-1-2.124.,呼，松了一口气
PlayerChoice.1-1-2.125.,干得漂亮！
AliyaMessage.1-1-2.127.,飞船停稳了\n马上就能找到他了\n太激动了
PlayerChoice.1-1-2.128.,记得带齐工具，门的锈很难清理
AliyaMessage.1-1-2.130.,知道了！
AliyaMessage.1-1-2.134.,找到了\n他的手上拿着礼物\n我尝试一下能不能打开
AliyaMessage.1-1-2.418.,果然是这个密码\n里面是...\n一块儿菲涅尔宝石、一封信\n还有飞船日志
AliyaMessage.1-1-2.420.,原来这一切是这样
PlayerChoice.1-1-2.421.,把这些证据都带回去吧，这些泰瑞的罪证
PlayerChoice.1-1-2.422.,泰瑞干的事情终究是败露了，这下真相大白了
PlayerChoice.1-1-2.133.,还有，他在主控室里
AliyaMessage.1-1-2.424.,我会将这些告诉所有人的\n没时间在这里感伤了\n我们必须立刻动身
AliyaMessage.1-1-2.426.,等等，这张信的背后是...\n这是密文！\n是之前约定好的加密\n小时候经常写着玩的\n我试着破译看看
AliyaMessage.1-1-2.428.,是一个坐标！\n连格式都是曲率航行专用的\n我现在就返回海獭号试试
PlayerChoice.1-1-2.429.,这我还是第一次知道
PlayerChoice.1-1-2.434.,之前的你倒是没有说过这个
AliyaMessage.1-1-2.433.,难道当时的我没发现吗？\n不可能啊...\n我当时这个时候是在干吗？
PlayerChoice.1-1-2.436.,你啊，看向舷窗外，说着很奇怪的话啊
PlayerChoice.1-1-2.437.,你说了一些很浪漫的话呢
AliyaMessage.1-1-2.438.,不会吧\n我都说了些啥啊...\n我不敢听你讲了\n算了\n我又有点好奇
PlayerChoice.1-1-2.439.,你说，因为我们之间的距离刚好是1000光年，所以你能看到当下的我
PlayerChoice.1-1-2.444.,你还说，当我们都仰望星空的时候，你有可能在注视着我的眼睛
AliyaMessage.1-1-2.446.,我真这么说了？\n这些话居然是我能想出来的
PlayerChoice.1-1-2.451.,没错
PlayerChoice.1-1-2.450.,总之是大差不差的
AliyaMessage.1-1-2.452.,也许我可以尝试去写诗\n我似乎是有点天赋在身上的\n啊，曲率引擎准备好了\n那么一会儿再见了，{$name}
AliyaMessage.1-1-2.476.,那没事了\n好了\n新的目的地已经确定好了\n马上进入曲率航行状态\n一会儿见了
PlayerChoice.1-1-2.477.,一会儿见了，Aliya
AliyaMessage.1-1-2.457.,啊？！！\n啊啊啊啊啊？\n然后我我我我我我怎么说的
PlayerChoice.1-1-2.460.,你说你没办法承担责任，你还说下一个Aliya会很乐意的
PlayerChoice.1-1-2.459.,你答应了（欺骗） |###| 你答应了
AliyaMessage.1-1-2.463.,我\n我\n我，咳，怎么说呢\n啊，新的目的地已经确认了\n海獭号
PlayerChoice.1-1-2.468.,反应比想象中要大啊
PlayerChoice.1-1-2.464.,别回避问题！
AliyaMessage.1-1-2.470.,曲率引擎声音太大了
PlayerChoice.1-1-2.471.,你骗鬼呢，这不文字消息吗？
PlayerChoice.1-1-2.472.,好吧，不逗你了
AliyaMessage.1-1-2.474.,飞船晃太快了\n字也看不清了
PlayerChoice.1-1-2.475.,你这不是看得清吗？
AliyaMessage.1-1-2.481.,要进入曲率航行了\n一会儿见
AliyaMessage.1-1-2.492.,这样吗？\n那可真是遗憾，不过我猜，如果当时开始玩了的话\n肯定能够扔出不错的点数\n嗯，让我现在也试一试……\n啊，一个平平无奇的45呢
PlayerChoice.1-1-2.493.,看起来当时如果扔的话也是普普通通的结果吧
PlayerChoice.1-1-2.494.,没有太大的意外，很普通的结果
AliyaMessage.1-1-2.496.,好吧，那就这样吧\n是时候该做正事了\n
AliyaMessage.1-1-3.1.,到了\n这是一个...\n呃...\n在拉格朗日点的太空农场？
PlayerChoice.1-1-3.3.,太空农场？
PlayerChoice.1-1-3.4.,至少你现在不用担心氧气和食物了
AliyaMessage.1-1-3.9.,我不知道是不是啊\n反正能看到透明的玻璃下种了不少东西
AliyaMessage.1-1-3.11.,确实\n能看到透明的玻璃下种了不少东西
AliyaMessage.1-1-3.12.,外面还有补充阳光用的反射镜\n总之先靠过去看看吧
AliyaMessage.1-1-3.18.,我进来了\n有人在询问我问题
AliyaMessage.1-1-3.25.,诶诶诶诶！\n怎么还有枪啊！
AliyaMessage.1-1-3.21.,说是要接受全面检查\n我得先下线一会儿了
AliyaMessage.1-1-3.24.,终于搞定了\n居然是反抗军营地\n难怪在这么隐蔽的地方\n我现在在他们安排的宿舍里\n他们听说我是从泰瑞公司逃出来的人偶还挺激动的\n说是什么什么之类的\n总之能帮上不少忙\n现在管我的是一个叫Leon的什么队长
PlayerChoice.1-1-3.29.,那挺好的啊，这下终于远离公司了
PlayerChoice.1-1-3.30.,不过你父亲是怎么知道这个地方的
AliyaMessage.1-1-3.32.,但愿吧\n也不知道他们具体是一个什么样的组织\n不过父亲信任他们的话\n应该不差
AliyaMessage.1-1-3.34.,也许里面的一些成员以前和他共事过吧\n应该都不是什么坏人
AliyaMessage.1-1-3.36.,好困，得睡觉了\n明天再聊吧\n晚安
PlayerChoice.1-1-3.39.,晚安
AliyaMessage.1-1-3.44.,你绝对想不到我找到什么了！
PlayerChoice.1-1-3.47.,什么？
AliyaMessage.1-1-3.49.,他们这里还有温室花园！\n太棒了\n等等\n那是风信子吗？
AliyaMessage.1-1-3.51.,
AliyaMessage.1-1-3.52.,太空里长大的品种要大不少呢
PlayerChoice.1-1-3.53.,太美了
AliyaMessage.1-1-3.55.,是吧是吧！
AliyaMessage.1-1-3.55.,是吧是吧！
AliyaMessage.1-1-3.645.,啊\n那边说要集合了\n那我先下了
PlayerChoice.1-1-3.647.,记得常联系我啊
AliyaMessage.1-1-3.649.,肯定的！
PlayerChoice.1-1-3.662.,（此后为免费更新的后日谈内容，点击该选项进入。由于人力与资金限制，后日谈内容可能存在打磨不足的问题。如果您在体验过程中有任何不满，可通过我们的Steam客服邮箱进行反馈，我们将认真查阅和记录您的意见和建议，并在后续的合适时机根据各位COSMOS的反馈对结局五进行修改！感谢您的游玩和支持） |###| 期待你的消息
PlayerChoice.1-1-3.664.,[初始化连接]
AliyaMessage.1-10.204.,{$name}？\n目标要飘走了！\n你还在吗？
PlayerChoice.1-10.205.,在的在的，交给我没问题的
AliyaMessage.1-10.253.,目标已经丢了...
PlayerChoice.1-10.300.,对不起，我的错
PlayerChoice.1-10.301.,下次还有机会的
AliyaMessage.1-10.279.,气势很好啊！
AliyaMessage.1-10.268.,好了\n现在我们遇到了一点麻烦\n是之前跟你说过的那个问题\n飞船的主燃料口需要你来控制\n我现在已经调整好方向了\n到时候我说开始，你打开EH喷射8秒左右后关闭\n计时也只能麻烦你自己了\n太长或太短都会导致我们丢失目标\n最糟糕的情况是喷射时间过长直接撞向前哨站\n明白了吗？
PlayerChoice.1-10.269.,明白了，交给我吧
PlayerChoice.1-10.270.,保证完成任务！
PlayerChoice.1-10.271.,我？负责这么重要的事情？
AliyaMessage.1-10.274.,对！没错！\n现在这个只有你能完成了！\n我的未来全靠你了！
PlayerChoice.1-10.275.,那我等你的口令
PlayerChoice.1-10.276.,你这样说我更慌了
AliyaMessage.1-10.278.,好\n要来了！\n准备
AliyaMessage.1-10.282.,开始！！！
AliyaMessage.1-10.297.,{$name}！\n你为什么没有按下开关
AliyaMessage.1-10.308.,喷射时间有点短了
AliyaMessage.1-10.307.,快停下！
AliyaMessage.1-10.317.,好！\n完美！\n接下来就是连接上这颗卫星了\n得出舱操作了\n刚洗完澡就又要穿宇航服了\n不过挺值得的
AliyaMessage.1-10.303.,我现在不是很想说话\n让我一个人安静地待一会儿
PlayerChoice.1-10.350.,对不起
PlayerChoice.1-10.351.,（保持沉默） |###| ......
AliyaMessage.1-10.310.,还好停下来了\n差点\n呼\n吓死了
AliyaMessage.1-10.311.,糟了！！\n要撞上了！\n一定还有什么办法\n一定\n见鬼！\n动力系统已经报错了！
AliyaMessage.1-10.313.,不行\n我不能就这样死在这里\n我还有...
PlayerChoice.1-10.321.,对不起...
PlayerChoice.1-10.322.,如果我能控制得再好一点...
PlayerChoice.1-10.323.,下次还有机会的
AliyaMessage.1-10.325.,不用道歉
AliyaMessage.1-10.327.,不用自责
AliyaMessage.1-10.337.,不需要为已经尽力的事情后悔
AliyaMessage.1-10.334.,快！
AliyaMessage.1-10.340.,就是说嘛
AliyaMessage.1-10.344.,不就是个小卫星嘛\n大不了再等它一圈\n哈哈哈...
AliyaMessage.1-10.353.,其实也不是很大的问题...\n不至于是影响生死攸关的问题
AliyaMessage.1-10.358.,我比较在意的其实是那个卫星上的观测记录\n上面可能能找到...\n我父亲来过这里的记录
PlayerChoice.1-10.376.,Aliya，关于你的父亲...这到底是怎么一回事？
PlayerChoice.1-10.377.,为什么你父亲会来过这里
AliyaMessage.1-10.362.,我的父亲是一名星际探险家\n主要接公司的委托\n不过在我8岁那年母亲因为遗传病过世以后\n他就没有再登上过飞船了\n但在我14岁成年生日的前一个月\n父亲说他还有最后一次飞行任务要做\n他还说会在我生日前带生日礼物回来\n但...\n他就再也没有回来
AliyaMessage.1-10.364.,我还记得当时他接到一个电话\n在房间外打完电话后\n第一次帮我扎了一个高马尾\n说是这样显得有气势一点\n他的话我到现在都记得\n“扎起高马尾就是大人了，我不在的这段时间照顾好自己。”\n然后这个发型我就留到了现在\n本来这次想试试能不能找到他的踪迹\n但却遇到这样的事情...
PlayerChoice.1-10.365.,这次就算了吧，等你顺利返航以后什么时候来都行
PlayerChoice.1-10.366.,说不定在这次旅程就会意外碰到呢
AliyaMessage.1-10.368.,哈哈哈哈\n那得多好的运气啊\n我现在更希望先把运气用在泰瑞的救援速度上
AliyaMessage.1-10.371.,这次肯定是没机会了\n现在只是希望泰瑞的救援人员能快点来
AliyaMessage.1-10.374.,好了\n今天先到这吧\n我已经困得不行了
PlayerChoice.1-11.1.,小心点啊
PlayerChoice.1-11.2.,等你好消息
PlayerChoice.1-11.3.,要是不小心掉到太空里了我可没办法帮到你
AliyaMessage.1-11.5.,放心吧\n我的出舱考试可都是拿的A+\n嫉妒我这个成绩的人可多了\n好了\n一会有情况再联系你
AliyaMessage.1-11.8.,坏消息\n米弗雷这颗前哨站坏掉了\n看样子是联系不上米弗雷了
PlayerChoice.1-11.10.,坏掉了！？怎么会
PlayerChoice.1-11.9.,也是被小陨石砸坏的？
AliyaMessage.1-11.15.,目前看来是运行时间太长了\n好早之前的东西了\n计时系统完全乱掉了\n不过数据记录板应该还保存完好\n我需要一点时间去把数据板拆下来
AliyaMessage.1-11.20.,呼，我回来了\n又是一次完美的出舱\n还带回来敌方公司珍贵的数据板\n虽然做这种事情好像是犯法的\n但这偏远的地方应该也没有什么目击证人
PlayerChoice.1-11.21.,这个数据板有什么用？
PlayerChoice.1-11.22.,这玩意能卖很多钱吗？
AliyaMessage.1-11.23.,像这种前哨站会记录下观测到的数据\n比如这个星系的运转情况、恒星的状态等\n这也是为什么这东西会在科朗2-B的拉格朗日点\n不过对我来说更重要的是\n这颗卫星还会记录掠过这里的人造飞行器
AliyaMessage.1-11.32.,找到了\n这条应该就是父亲他当时来到这里的记录了...
AliyaMessage.1-11.34.,我看看\n航线方向...\n之后的记录...
AliyaMessage.1-11.46.,没有...\n只有这么点吗...
PlayerChoice.1-11.35.,Aliya，关于你的父亲...这到底是怎么一回事？
PlayerChoice.1-11.37.,为什么你父亲会来过这里
AliyaMessage.1-11.25.,一般来说是不能的\n因为一块板子里面的信息大多数都不值钱\n不过信息值不值钱也看是卖给谁了\n比如这个对我来说就很重要\n我说不定会愿意出一小笔钱购入哦
PlayerChoice.1-11.26.,为什么？
PlayerChoice.1-11.27.,因为你是科学家，所以想要里面的什么数据吗？
AliyaMessage.1-11.29.,也不算完全是因为科学家身份啦
